16.00,83.00,2.00,15.00
10.00,56.00,2.00,41.00
23.00,88.00,7.00,51.00
242.00,340.00,81.00,52.00
1133.00,1297.00,499.00,150.00
2920.00,2867.00,1257.00,243.00
7721.00,7383.00,3475.00,574.00
18579.00,19984.00,8669.00,1225.00
31488.00,34038.00,14673.00,1427.00
39348.00,42629.00,17812.00,1459.00
47712.00,47346.00,18758.00,1368.00

