16,10,23,242,1133,2920,7721,18579,31488,39348,47712
83,56,88,340,1297,2867,7383,19984,34038,42629,47346
2,2,7,81,499,1257,3475,8669,14673,17812,18758
15,41,51,52,150,243,574,1225,1427,1459,1368
